FileName,Label,Transcription
file1-Fake.mp4,fake,used to be a cast member at DisneyWorld doing maintenance work in the underground tunnels one night I was repairing a broken pipe near the Haunted Mansion when I took a wrong turn the door I opened led to a dimly-lit cold room I'd never seen before at the center of it was a metal case covered in Frost curiosity got the better of me I opened it inside was Walt Disney's Frozen head it was real eyes closed the unmistakable face Frozen in time I stumbled back heart racing but  before I could process what I was seeing I heard footsteps security rushed in guns drawn you shouldn't have seen this one of them growled grabbing me they dragged me to a different room locking me in a chair they strap something to my head a device that hummed with low electric vibrations this will wipe your memory they said coldly you'll forget everything the machine buzzed and I blacked out when I woke up they told me it was all a dream that I'd  imagined it but I remember everything they don't know that it didn't work every day I think about this living in fear but now I know the truth and I know they're watching me I am afraid for my safety each and every day all because I took a wrong turn
file2-Fake.mp4,fake,your eyes start shaking suddenly throw your phone as far as possible terrifying facts you don't know did you know that sleeping on your back increases the chances of having a nightmare even when we sleep our mind can sense the presence of another person we only realize that we have slept when we wake up there is someone who wants to kiss you but they are embarrassed this is the third person that appears when you click the arrow icon in the bottom right corner and then go to more never imitate the voice of an animal when you are in a forest it is  estimated that 7 million people were born on the same day as you comment the day you were born and see how many people were born on that day if a voice calls you and you realize there's no one there don't respond it could be the voice of a spirit before revealing the last terrifying fact like and follow us as we may never see each other again if you want somebody to fall in love with you use the triangle method look at their left eye then down at the lips than at their right eye and then smile
file3-Fake.mp4,fake,elevator wire is broken and you are inside in such a situation you will have to do this to save your life first know what not to do many times those elevators which are a very low quality or are not being repaired regularly or if suddenly some Machinery or equipment inside them gets damaged they start falling down due to the broken Cable in such a falling elevator you should never think that jumping right before the elevator hits the ground will save your life it will be very difficult to do this because the elevator will already be falling quickly and you will only be able to  make very small jumps there is a good chance that if you try to jump you will do it at the wrong time and even if you jump at the right time your head will hit the top of the elevator causing severe injury if you stand normally or sit your bones will break in such a situation to save your life you first have to protect your head with a bag or with your hands then you have to lie flat on the floor of the elevator by doing this you distribute the impact forces across your body and reduce the chance of serious injury this way you will increase your  your chances of surviving the fall with minimal injuries
file4-Fake.mp4,fake,damn minute I'm finna bust your ass not sick us again for real y'all ready come on no no no no you ain't gonna be a fucking part of Daybreak    let me call the downside to take that shit out  hey Nala  mrs. Lana come on now for real you will never let me go
file5-Fake.mp4,fake,yeah we're to flip all you how I mean Hawaii Road you know have school tomorrow okay but does the crew you doing in a while but I wanted to chill you were home just never took a painful how are you always moving from places to hide that as well as I needed a vacation I was going for a lot at 3:00 a.m. yeah that's eand have a pressing problem we have a flipping School presentation when are you back oh I'll be back like I'll be back in four hours if you take pills that sucks yes I'm taping that tuxedo because that's what I am I'm just saying hi Nick
file6-Real.mp4,real,I told you to ground it what now give me your phone no please no no no  wait my phone   I saw the TV that's all yeah nice nice please I told you no no not gonna get back no no just leave
file7-Fake.mp4,fake,this tiny bedroom barely fits a bed leaving no space for a wardrobe or desk Oliver frustrated decides to tackle the problem himself first he builds a half wardrobe against the wall with a thick quilt on top and his frequently worn clothes hanging Below on the opposite side he sets up a half bookcase for his study materials he then connects a low cabinet in the Middle with two drawers for storage adds a cushion and turns it into a cozy sofa with a TV mounted on the wall Oliver can relax whenever he wants next he creates a floating desk by the window for his  a space and hangs curtains inside the window to saving space a small Blackboard nearby adds a practical touch for the bed he constructs a frame from galvanized square steel and covers it with eco-friendly wood veneer he adds a professional rib frame and a soft mattress borrowed from his aunt along with soft pads on the walls for a comfy sleep he carves out a thin hole on the side to serve as a bedside table above it he installs a swing cabinet for his favorite trinkets ads iron guard rails for safety and a ladder for easy access to top it off he puts in a  all ceiling fan to keep the room cool
file8-Fake.mp4,fake,
file9-Fake.mp4,fake,
file10-Fake.mp4,fake,
file11-Fake.mp4,fake,
file12-Real.mp4,real,
file13-Safe.mp4,safe,
file14-Safe.mp4,safe,
file15-Safe.mp4,safe,
file16-Safe.mp4,safe,
